视频标题,视频ID,keyword,video_href,video_list_urls,author,date
阿里被罚，贝壳找房也被姚劲波呼吁处罚40亿,BV1Vv41177a7,阿里被罚,https://www.bilibili.com/video/BV1Vv41177a7/,https://search.bilibili.com/all?keyword=阿里被罚&page=17&o=384,野君子777,2021-4-11
腾讯，罚！阿里，罚！美团，罚！,BV1Vr4y1e7jL,阿里被罚,https://www.bilibili.com/video/BV1Vr4y1e7jL/,https://search.bilibili.com/all?keyword=阿里被罚&page=17&o=384,账号已注销,2022-1-21
. 阿里巴巴重罚不值一提？其野心不止赚钱！马云要造互联网帝国？,BV1g44y1Q71C,阿里被罚,https://www.bilibili.com/video/BV1g44y1Q71C/,https://search.bilibili.com/all?keyword=阿里被罚&page=18&o=408,动漫都是帝国,2022-11-29
阿里之后，美团二选一要被罚多少钱呢？,BV17q4y1J7BB,阿里被罚,https://www.bilibili.com/video/BV17q4y1J7BB/,https://search.bilibili.com/all?keyword=阿里被罚&page=18&o=408,账号已注销,2021-5-3
阿里被罚182亿，引发A股投资的连锁反应，一个利好和一个利空,BV1Hb4y1D71M,阿里被罚,https://www.bilibili.com/video/BV1Hb4y1D71M/,https://search.bilibili.com/all?keyword=阿里被罚&page=18&o=408,股市王天线,2021-4-12
转自YouTube【贝奇说股Beckie Analysis】被重罚的阿里巴巴， 可以跟着芒格抄底吗？ 20210411,BV1Ni4y1A7M6,阿里被罚,https://www.bilibili.com/video/BV1Ni4y1A7M6/,https://search.bilibili.com/all?keyword=阿里被罚&page=18&o=408,美股油管工,2021-4-12
蚂蚁金服被罚，是不是应该关闭花呗了？下月不用花呗了，你觉得呢？,BV15h4y1E7SW,阿里被罚,https://www.bilibili.com/video/BV15h4y1E7SW/,https://search.bilibili.com/all?keyword=阿里被罚&page=18&o=408,双垭尖,2023-7-8
阿里下重罚，蒋凡被除名合伙人#商业##2,BV1uV411d7Cy,阿里被罚,https://www.bilibili.com/video/BV1uV411d7Cy/,https://search.bilibili.com/all?keyword=阿里被罚&page=18&o=408,商业一分钟,2020-4-27
淘宝为何这么多回收诈骗店铺？因为官方【阿里巴巴被罚182亿活该】纵容包庇这群淘宝回收的骗子，各取所需，利益合作。所以，存在是合理的。,BV11b4y1D73j,阿里被罚,https://www.bilibili.com/video/BV11b4y1D73j/,https://search.bilibili.com/all?keyword=阿里被罚&page=18&o=408,奥特曼的电竞装机店,2021-4-12
阿里被处罚，太爽了，配了一首的音乐，谁听了都说合适。tx早晚也给你整一首。,BV13i4y1A7H6,阿里被罚,https://www.bilibili.com/video/BV13i4y1A7H6/,https://search.bilibili.com/all?keyword=阿里被罚&page=18&o=408,百分百的算命砖家,2021-4-10
淘宝回收笔记本的黑店强买强卖不成，短信轰炸客户。不得了。马云不管活该被罚182亿,BV1nK4y1K7tw,阿里被罚,https://www.bilibili.com/video/BV1nK4y1K7tw/,https://search.bilibili.com/all?keyword=阿里被罚&page=18&o=408,奥特曼的电竞装机店,2021-4-13
美团反垄断处罚，涉及到的不仅仅是反垄断,BV1m3411C77i,阿里被罚,https://www.bilibili.com/video/BV1m3411C77i/,https://search.bilibili.com/all?keyword=阿里被罚&page=18&o=408,遥看暮云间,2021-10-13
大润发销售发臭隔夜肉被罚139万！！！,BV1Pb4y1U7p8,阿里被罚,https://www.bilibili.com/video/BV1Pb4y1U7p8/,https://search.bilibili.com/all?keyword=阿里被罚&page=18&o=408,ottoottootto丶,2021-8-28
阿里被罚顺丰巨亏下一个会是谁呢？,BV1q5411A7e5,阿里被罚,https://www.bilibili.com/video/BV1q5411A7e5/,https://search.bilibili.com/all?keyword=阿里被罚&page=18&o=408,作家胡掌贵,2021-4-11
淘宝未来是否会被替代，阿里被罚183亿意味什么？#淘宝 #电商 #财经 - 抖音,BV1zg4y1u79D,阿里被罚,https://www.bilibili.com/video/BV1zg4y1u79D/,https://search.bilibili.com/all?keyword=阿里被罚&page=18&o=408,RPA之家,2023-4-14
【孙火旺：我掏粪被罚182块】他们说我掏了不该掏的粪,BV1LA411L7ES,阿里被罚,https://www.bilibili.com/video/BV1LA411L7ES/,https://search.bilibili.com/all?keyword=阿里被罚&page=18&o=408,我叫孙火旺,2021-4-11
税务筹划（纳税筹划）——宝元财税尤老师讲财税：阿里巴巴被罚182亿，能在税前扣除吗？,BV1Sg411T7BY,阿里被罚,https://www.bilibili.com/video/BV1Sg411T7BY/,https://search.bilibili.com/all?keyword=阿里被罚&page=19&o=432,宝元财税,2021-7-16
蒋凡被除名阿里合伙人【蒋凡遭重罚：除名阿里合伙人，但不存在利益输送行为】,BV1Z64y1T7rH,阿里被罚,https://www.bilibili.com/video/BV1Z64y1T7rH/,https://search.bilibili.com/all?keyword=阿里被罚&page=19&o=432,账号已注销,2020-4-27
市场监管总局对阿里巴巴“二选一”垄断行为作出行政处罚,BV1v64y1S7un,阿里被罚,https://www.bilibili.com/video/BV1v64y1S7un/,https://search.bilibili.com/all?keyword=阿里被罚&page=19&o=432,每日经济新闻官方,2021-4-10
蚂蚁集团被罚71亿，平台经济的监管与创新如何平衡？,BV1sh4y1E7DM,阿里被罚,https://www.bilibili.com/video/BV1sh4y1E7DM/,https://search.bilibili.com/all?keyword=阿里被罚&page=19&o=432,无敌暴龙小吴,2023-7-8
这条菜蛇只因偷吃就被罚站66小时？,BV1GX4y1y7br,阿里被罚,https://www.bilibili.com/video/BV1GX4y1y7br/,https://search.bilibili.com/all?keyword=阿里被罚&page=19&o=432,阿里爱动漫,2023-5-23
薇娅被罚商业版图或停止扩张，幕后资本现联想、阿里,BV11Y411H7eu,阿里被罚,https://www.bilibili.com/video/BV11Y411H7eu/,https://search.bilibili.com/all?keyword=阿里被罚&page=19&o=432,雷达财经,2021-12-23
阿里重罚180亿，马云憔悴.他还能重新巅峰吗？,BV1hv41157zR,阿里被罚,https://www.bilibili.com/video/BV1hv41157zR/,https://search.bilibili.com/all?keyword=阿里被罚&page=19&o=432,水飞蓟video,2021-5-16
[千鸟 文静]38岁老阿姨直播回忆被罚抄单词的艰难时光 直言看到教导主任不要跑,BV1W54y1E7Ft,阿里被罚,https://www.bilibili.com/video/BV1W54y1E7Ft/,https://search.bilibili.com/all?keyword=阿里被罚&page=19&o=432,瑟吉欧今天吃牛爷爷,2021-7-14
阿里巴巴招实习生  被罚182亿后，阿里表示：要扩大校招规模，招收更多年轻人,BV1CV411E7Y9,阿里被罚,https://www.bilibili.com/video/BV1CV411E7Y9/,https://search.bilibili.com/all?keyword=阿里被罚&page=19&o=432,青青湾求职,2021-5-12
随着美团被反垄断调查，阿里被罚180亿，我们身边的那些融入生活习惯的APP，是否已经改变了你的生活？,BV1A64y11762,阿里被罚,https://www.bilibili.com/video/BV1A64y11762/,https://search.bilibili.com/all?keyword=阿里被罚&page=19&o=432,秃头叔和朋友们,2021-4-27
腾讯财付通和阿里支付宝都被央行罚没近30亿元,BV1Nu411j7qZ,阿里被罚,https://www.bilibili.com/video/BV1Nu411j7qZ/,https://search.bilibili.com/all?keyword=阿里被罚&page=19&o=432,依和p,2023-7-7
阿里下重罚：天猫总裁蒋凡被除名合伙人,BV1da4y1v7Tr,阿里被罚,https://www.bilibili.com/video/BV1da4y1v7Tr/,https://search.bilibili.com/all?keyword=阿里被罚&page=19&o=432,商业新观察,2020-4-28
巴被管政服门巴8里巴开，公巴.22信行决】2部巴元，1元巴里接里里巴民罚. 诚阿：从受处亿应阿集恳人应评团回巴罚阿阿8巴【回巴处处2日1坚88罚监被罚被阿报亿里,BV1oA41157Fj,阿里被罚,https://www.bilibili.com/video/BV1oA41157Fj/,https://search.bilibili.com/all?keyword=阿里被罚&page=19&o=432,初号姫,2021-4-10
美股分析：阿里巴巴被罚之后为何跳空高开？波音日线级别中长线布局收益颇丰，FUBO tv日线级别继续看好！BABA、BA、FUBOtv。,BV12y4y1x7CA,阿里被罚,https://www.bilibili.com/video/BV12y4y1x7CA/,https://search.bilibili.com/all?keyword=阿里被罚&page=19&o=432,缠论李老师,2021-4-12
"98. 前有阿里腾讯今有美团,为什么他们屡罚不改呢_",BV1kN4y1N7oD,阿里被罚,https://www.bilibili.com/video/BV1kN4y1N7oD/,https://search.bilibili.com/all?keyword=阿里被罚&page=19&o=432,沃式嘉报官方账号,2022-9-20
美团被罚34亿 支付宝当天什么反应,BV1y3411C7BL,阿里被罚,https://www.bilibili.com/video/BV1y3411C7BL/,https://search.bilibili.com/all?keyword=阿里被罚&page=19&o=432,_nichinichi_,2021-10-11
自驾房车西藏，行李架会被罚？什么人容易高反？藏狗会打架？,BV1Sh411U7vM,阿里被罚,https://www.bilibili.com/video/BV1Sh411U7vM/,https://search.bilibili.com/all?keyword=阿里被罚&page=19&o=432,蓝爷万里行,2021-4-17
创小报32期：百度高考计划，HM被罚，数据显示社区团购遇冷，抖音电商人事变动,BV1yN411Z7fn,阿里被罚,https://www.bilibili.com/video/BV1yN411Z7fn/,https://search.bilibili.com/all?keyword=阿里被罚&page=19&o=432,创小报,2021-5-26
蚂蚁集团及旗下机构被罚71.23亿元 蚂蚁集团被要求关停相互宝业务,BV1BP411C7Fi,阿里被罚,https://www.bilibili.com/video/BV1BP411C7Fi/,https://search.bilibili.com/all?keyword=阿里被罚&page=19&o=432,擊楫誓中流,2023-7-7
蚂蚁集团及旗下机构被罚71.23亿元！,BV1yk4y1K7Pc,阿里被罚,https://www.bilibili.com/video/BV1yk4y1K7Pc/,https://search.bilibili.com/all?keyword=阿里被罚&page=20&o=456,尊贵的琥珀,2023-7-7
阿里下重罚，蒋凡被除名合伙人,BV1ZQ4y1P7ZW,阿里被罚,https://www.bilibili.com/video/BV1ZQ4y1P7ZW/,https://search.bilibili.com/all?keyword=阿里被罚&page=20&o=456,商业密探007丶,2020-4-28
遭罚8760万 ，知网垄断案“靴子落地”,BV1Qg411b7Pq,阿里被罚,https://www.bilibili.com/video/BV1Qg411b7Pq/,https://search.bilibili.com/all?keyword=阿里被罚&page=20&o=456,文轩财经,2022-12-27
马云旗下银行被重罚，曾扬言消灭银行消灭现金！却毒害了无数年轻人的消费观！@微信时刻 #与财同行#财经#马云,BV1hZ4y1R7ii,阿里被罚,https://www.bilibili.com/video/BV1hZ4y1R7ii/,https://search.bilibili.com/all?keyword=阿里被罚&page=20&o=456,bili_96379166966,2022-2-16
阿里下重罚，蒋凡被除名合伙人,BV1Az411z7K9,阿里被罚,https://www.bilibili.com/video/BV1Az411z7K9/,https://search.bilibili.com/all?keyword=阿里被罚&page=20&o=456,乐客独角兽大龍,2020-4-28
店铺产品还没卖出去，就要被罚20W？,BV1aA411V74y,阿里被罚,https://www.bilibili.com/video/BV1aA411V74y/,https://search.bilibili.com/all?keyword=阿里被罚&page=20&o=456,奥凯阿里运营,2021-4-19
阿里被罚，一家独大就免不了“坐等吃瓜”,BV16M41167hA,阿里被罚,https://www.bilibili.com/video/BV16M41167hA/,https://search.bilibili.com/all?keyword=阿里被罚&page=20&o=456,邓才厚,2022-12-9
马云收购1200家药店被罚！马云的阿里健康也带着垄断基因和资本家的贪婪,BV1Yh411s7ND,阿里被罚,https://www.bilibili.com/video/BV1Yh411s7ND/,https://search.bilibili.com/all?keyword=阿里被罚&page=20&o=456,豫孟山泽,2021-11-23
"戏说美股11月20号周末：大陆再重罚阿里巴巴、腾讯等科技巨头. 抄底中概股吗?用FUTU,BILI,PDD,KC,LI,JD,BIDU,TSM,TME作为完整例",BV1N44y1Y7FG,阿里被罚,https://www.bilibili.com/video/BV1N44y1Y7FG/,https://search.bilibili.com/all?keyword=阿里被罚&page=20&o=456,分享者-GShen,2021-11-21
#本哈蒂拉虽然被罚，但却传递给我们更温暖的东西！#足球#柏林赫塔,BV16Y411P7ix,阿里被罚,https://www.bilibili.com/video/BV16Y411P7ix/,https://search.bilibili.com/all?keyword=阿里被罚&page=20&o=456,真的神烦起名字,2022-4-27
三胎政策出炉！张艺谋夫妇发文耐人寻味，曾因“超生”被罚748万,BV1ZB4y1u7wN,阿里被罚,https://www.bilibili.com/video/BV1ZB4y1u7wN/,https://search.bilibili.com/all?keyword=阿里被罚&page=20&o=456,娱乐阿里,2021-6-1
阿里因为垄断被巨额罚款，那网约车平台限制多平台接单该罚多少？,BV1vp4y1t7Ez,阿里被罚,https://www.bilibili.com/video/BV1vp4y1t7Ez/,https://search.bilibili.com/all?keyword=阿里被罚&page=20&o=456,账号已注销,2021-4-11
阿里巴巴重罚不值一提？其野心不止赚钱！马云要造互联网帝国？,BV1CV4y1L7So,阿里被罚,https://www.bilibili.com/video/BV1CV4y1L7So/,https://search.bilibili.com/all?keyword=阿里被罚&page=20&o=456,如果時間不記得c,2022-10-14
阿里巴巴重罚不值一提？其野心不止赚钱！马云要造互联网帝国？,BV1kG4y1z7rj,阿里被罚,https://www.bilibili.com/video/BV1kG4y1z7rj/,https://search.bilibili.com/all?keyword=阿里被罚&page=20&o=456,水星舰长,2022-9-10
阿里巴巴重罚不值一提？其野心不止赚钱！马云要造互联网帝国？.vid,BV1q94y197cM,阿里被罚,https://www.bilibili.com/video/BV1q94y197cM/,https://search.bilibili.com/all?keyword=阿里被罚&page=20&o=456,热点纪实名人,2022-7-15
支付宝 蚂蚁 财付通罚超100亿 昨天美股阿里大涨8%庆祝#财经 #经济 #蚂蚁集团被罚款,BV1GV411T7KR,阿里被罚,https://www.bilibili.com/video/BV1GV411T7KR/,https://search.bilibili.com/all?keyword=阿里被罚&page=20&o=456,定投十年十倍,2023-7-8
#蒋凡被重罚处理后夫人评论沦陷#,BV12k4y1r7BV,阿里被罚,https://www.bilibili.com/video/BV12k4y1r7BV/,https://search.bilibili.com/all?keyword=阿里被罚&page=20&o=456,bili_543878097,2020-4-28
一分钟时事英语 - 阿里巴巴因为违反垄断法被监管当局重罚,BV1EA411L7mi,阿里被罚,https://www.bilibili.com/video/BV1EA411L7mi/,https://search.bilibili.com/all?keyword=阿里被罚&page=20&o=456,一分钟时事英语,2021-4-10
阿里下重罚，蒋凡被除名合伙人,BV1wk4y1k7WK,阿里被罚,https://www.bilibili.com/video/BV1wk4y1k7WK/,https://search.bilibili.com/all?keyword=阿里被罚&page=20&o=456,副业高手,2020-4-28
蚂蚁集团及旗下机构被罚71.23亿元 支付宝微信支付,BV1Ng4y1w7vo,阿里被罚,https://www.bilibili.com/video/BV1Ng4y1w7vo/,https://search.bilibili.com/all?keyword=阿里被罚&page=21&o=480,东升的正能量,2023-7-7
马云为什么跌下云端？被中央罚了182亿后，他又会有什么动作？,BV1Wp4y147yR,阿里被罚,https://www.bilibili.com/video/BV1Wp4y147yR/,https://search.bilibili.com/all?keyword=阿里被罚&page=21&o=480,考试优题宝,2021-5-9
99%的人都误解了这张巨额“罚单”？【人大聂辉华】,BV1pv41177vq,阿里被罚,https://www.bilibili.com/video/BV1pv41177vq/,https://search.bilibili.com/all?keyword=阿里被罚&page=21&o=480,聂辉华教授,2021-4-16
阿里被反垄断处罚182亿是好事，更需要反思的是背后的问题,BV18U4y1h7DE,阿里被罚,https://www.bilibili.com/video/BV18U4y1h7DE/,https://search.bilibili.com/all?keyword=阿里被罚&page=21&o=480,萧武在此,2021-4-10
【英超】狼队0:1热刺 阿里造点并罚入 热刺全场陷入被动,BV1NQ4y117uv,阿里被罚,https://www.bilibili.com/video/BV1NQ4y117uv/,https://search.bilibili.com/all?keyword=阿里被罚&page=21&o=480,橘子橘子吉,2021-8-22
大麦网私自出售演出门票被罚,BV1ga4y1F7AD,阿里被罚,https://www.bilibili.com/video/BV1ga4y1F7AD/,https://search.bilibili.com/all?keyword=阿里被罚&page=21&o=480,红星资本局,2023-7-4
#阿里女员工 案，9/6检方通报解读，有错，无罪，但该罚,BV1qP4y1a7Hw,阿里被罚,https://www.bilibili.com/video/BV1qP4y1a7Hw/,https://search.bilibili.com/all?keyword=阿里被罚&page=21&o=480,慕容律师,2021-9-7
新加坡人不愿塑料袋收费，阿里罚巨款却欣然接受，截然不同的反应,BV1Vg4y1F7ED,阿里被罚,https://www.bilibili.com/video/BV1Vg4y1F7ED/,https://search.bilibili.com/all?keyword=阿里被罚&page=21&o=480,洛杉矶_马教授,2023-5-29
豪门大戏又有新瓜，天猫总裁蒋凡遭重罚，除名阿里合伙人,BV16p4y1X74W,阿里被罚,https://www.bilibili.com/video/BV16p4y1X74W/,https://search.bilibili.com/all?keyword=阿里被罚&page=21&o=480,大力说历史,2020-4-27
马云的消失悄无声息，重罚的背后，阿里最初的野心不止于赚钱_哔哩哔哩_bilibili2,BV1U64y1R7GS,阿里被罚,https://www.bilibili.com/video/BV1U64y1R7GS/,https://search.bilibili.com/all?keyword=阿里被罚&page=21&o=480,多嘴夏凉,2021-6-9
阿里罚进点球，热刺1:0狼队，狼队表现不俗，就是运气差了一点,BV1SQ4y1Y7EF,阿里被罚,https://www.bilibili.com/video/BV1SQ4y1Y7EF/,https://search.bilibili.com/all?keyword=阿里被罚&page=21&o=480,超神鲸App,2021-8-23
阿里 阅文 丰巢三家公司违反《反垄断法》：分别被处以罚款150万,BV17V411h7Mp,阿里被罚,https://www.bilibili.com/video/BV17V411h7Mp/,https://search.bilibili.com/all?keyword=阿里被罚&page=21&o=480,钱江视频,2020-12-14
重罚！蒋凡遭除名阿里合伙人，深度挖掘阿里帝国背后的神秘组织,BV1rg4y1z7BL,阿里被罚,https://www.bilibili.com/video/BV1rg4y1z7BL/,https://search.bilibili.com/all?keyword=阿里被罚&page=22&o=504,于天宇财经,2020-4-27
重罚：蒋凡遭除名阿里合伙人，还将受到记过、降级以及取消上一财年度所有奖励的处分。,BV1zA41147qy,阿里被罚,https://www.bilibili.com/video/BV1zA41147qy/,https://search.bilibili.com/all?keyword=阿里被罚&page=22&o=504,斌斌达人,2020-4-27
市场监管总局依法对阿里巴巴集团垄断行为作出行政处罚,BV1FX4y13748,阿里被罚,https://www.bilibili.com/video/BV1FX4y13748/,https://search.bilibili.com/all?keyword=阿里被罚&page=22&o=504,中国蓝TV,2021-4-10
蚂蚁集团被罚款71.23亿元,BV1eW4y1f76m,阿里被罚,https://www.bilibili.com/video/BV1eW4y1f76m/,https://search.bilibili.com/all?keyword=阿里被罚&page=22&o=504,新评说,2023-7-7
罚款182.28亿元！市场监管总局依法对阿里巴巴集团“二选一”垄断行为作出行政处罚,BV1gA411L7Em,阿里被罚,https://www.bilibili.com/video/BV1gA411L7Em/,https://search.bilibili.com/all?keyword=阿里被罚&page=23&o=528,沭阳融媒,2021-4-10
重罚！蒋凡遭除名阿里合伙人,BV1Lz411z77E,阿里被罚,https://www.bilibili.com/video/BV1Lz411z77E/,https://search.bilibili.com/all?keyword=阿里被罚&page=23&o=528,心动几何,2020-4-27
阿里巴巴罚款70亿，好消息！半导体也有好消息,BV1PV4y1h7j2,阿里被罚,https://www.bilibili.com/video/BV1PV4y1h7j2/,https://search.bilibili.com/all?keyword=阿里被罚&page=23&o=528,吾爱财经,2023-7-7
司马南：180亿相当于罚酒三杯，阿里会被拆分吗？,BV1ap4y1t7SR,阿里被罚,https://www.bilibili.com/video/BV1ap4y1t7SR/,https://search.bilibili.com/all?keyword=阿里被罚&page=23&o=528,司马南,2021-4-14
【咖哥】阿里重罚百亿内幕曝光，难怪王菲三拒马云天价邀请,BV1fi4y1w73d,阿里被罚,https://www.bilibili.com/video/BV1fi4y1w73d/,https://search.bilibili.com/all?keyword=阿里被罚&page=24&o=552,大佬在经圈,2021-4-15
自阻止蚂蚁金服上市以来，市场监管总局再次对阿里巴巴集团实施“二选一”垄断行为罚了182.28亿。,BV1Nf4y1s7kB,阿里被罚,https://www.bilibili.com/video/BV1Nf4y1s7kB/,https://search.bilibili.com/all?keyword=阿里被罚&page=24&o=552,追猫跑的鱼,2021-4-10
前员工爆阿里破冰文化：以游戏惩罚为由 被要求与男同事做下流动作,BV1Wq4y1n7KY,阿里被罚,https://www.bilibili.com/video/BV1Wq4y1n7KY/,https://search.bilibili.com/all?keyword=阿里被罚&page=24&o=552,凤凰网,2021-8-9
无视明文规定？阿里云未及时上报重大安全漏洞，被工信部通报重罚,BV1vu411S7M6,阿里被罚,https://www.bilibili.com/video/BV1vu411S7M6/,https://search.bilibili.com/all?keyword=阿里被罚&page=24&o=552,老孟解读,2021-12-24
市场监管总局依法对阿里巴巴集团控股有限公司在中国境内网络零售平台服务市场实施“二选一”垄断行为作出行政处罚,BV1mB4y1w7Zq,阿里被罚,https://www.bilibili.com/video/BV1mB4y1w7Zq/,https://search.bilibili.com/all?keyword=阿里被罚&page=25&o=576,新华社快看,2021-4-10
阿里收到71亿罚单不冤，如此低级保险模式竟无人识破，相互宝直钩钓鱼侮辱极大,BV1Da4y1F73z,阿里被罚,https://www.bilibili.com/video/BV1Da4y1F73z/,https://search.bilibili.com/all?keyword=阿里被罚&page=26&o=600,面向西北张嘴喝风,2023-7-9
因“二选一”垄断行为，阿里巴巴被罚款182.28亿元！,BV1eK4y1m7CB,阿里被罚,https://www.bilibili.com/video/BV1eK4y1m7CB/,https://search.bilibili.com/all?keyword=阿里被罚&page=26&o=600,网易科技频道,2021-4-10
重罚！蒋凡被除名合伙人，年收入恐减少千万，努力7年一夜回到解放前,BV1kK41157Be,阿里被罚,https://www.bilibili.com/video/BV1kK41157Be/,https://search.bilibili.com/all?keyword=阿里被罚&page=26&o=600,商悟社,2020-4-27
重罚182.28亿后，阿里巴巴后来怎么样了？,BV1bg411V7rT,阿里被罚,https://www.bilibili.com/video/BV1bg411V7rT/,https://search.bilibili.com/all?keyword=阿里被罚&page=26&o=600,螺旋实验室,2021-9-3
阿里腾讯等企业因违反反垄断法被处罚,BV1bU4y1q7xQ,阿里被罚,https://www.bilibili.com/video/BV1bU4y1q7xQ/,https://search.bilibili.com/all?keyword=阿里被罚&page=26&o=600,都市时报官方,2022-7-11
什么？182.28亿元？阿里巴巴被罚款,BV1Jp4y1t7Ys,阿里被罚,https://www.bilibili.com/video/BV1Jp4y1t7Ys/,https://search.bilibili.com/all?keyword=阿里被罚&page=26&o=600,财经365,2021-4-10
新闻深呼吸：重罚！  蒋凡遭除名阿里合伙人,BV1ZA411b7Jq,阿里被罚,https://www.bilibili.com/video/BV1ZA411b7Jq/,https://search.bilibili.com/all?keyword=阿里被罚&page=27&o=624,浙样红TV,2020-4-28
因违反《反垄断法》 阿里腾讯等遭处罚 各处以罚款50万元,BV1Fr4y1E7DZ,阿里被罚,https://www.bilibili.com/video/BV1Fr4y1E7DZ/,https://search.bilibili.com/all?keyword=阿里被罚&page=27&o=624,华商报,2022-7-11
全球科技巨头挨罚排行榜,BV1zV41177H2,阿里被罚,https://www.bilibili.com/video/BV1zV41177H2/,https://search.bilibili.com/all?keyword=阿里被罚&page=27&o=624,金十财经-数鸽,2021-4-26
美团因违反《反垄断法》遭罚34.42亿元，网友：还有谁？,BV1tq4y1V7w5,阿里被罚,https://www.bilibili.com/video/BV1tq4y1V7w5/,https://search.bilibili.com/all?keyword=阿里被罚&page=27&o=624,编剧李太黑,2021-10-9
【魔笛MAGI/手书】卡西姆与阿里巴巴的惩罚游戏/カシムとアリババの罰ゲーム,BV1k741187Tc,阿里被罚,https://www.bilibili.com/video/BV1k741187Tc/,https://search.bilibili.com/all?keyword=阿里被罚&page=28&o=648,塑料提子,2020-2-8
台当局又对“淘宝台湾”动手：认定为陆资，罚41万元新台币,BV1CD4y127N3,阿里被罚,https://www.bilibili.com/video/BV1CD4y127N3/,https://search.bilibili.com/all?keyword=阿里被罚&page=28&o=648,央视网快看,2020-8-25
重磅突发！刚罚完180多亿，蚂蚁集团再次被监管约谈！,BV1SZ4y1c7oH,阿里被罚,https://www.bilibili.com/video/BV1SZ4y1c7oH/,https://search.bilibili.com/all?keyword=阿里被罚&page=28&o=648,木寸上没有春树,2021-4-12
市场监管总局依法对阿里巴巴集团控股有限公司在中国境内网络零售平台服务市场实施“二选一”垄断行为作出行政处罚,BV11y4y1x7nm,阿里被罚,https://www.bilibili.com/video/BV11y4y1x7nm/,https://search.bilibili.com/all?keyword=阿里被罚&page=28&o=648,中国蓝TV,2021-4-10
【新闻30分】阿里巴巴在中国境内市场网络零售平台服务市场实施“二选一”垄断行为作出行政处罚有关报道（20210410）,BV1NV411H7GP,阿里被罚,https://www.bilibili.com/video/BV1NV411H7GP/,https://search.bilibili.com/all?keyword=阿里被罚&page=29&o=672,Clear小澄,2021-4-11
重罚！蒋凡被除名合伙人,BV1354y1R7cH,阿里被罚,https://www.bilibili.com/video/BV1354y1R7cH/,https://search.bilibili.com/all?keyword=阿里被罚&page=30&o=696,红星视频,2020-4-27
阿里巴巴垄断被处罚182.28亿，调查组入驻腾讯 （20210410第364期）,BV1U54y1b7XQ,阿里被罚,https://www.bilibili.com/video/BV1U54y1b7XQ/,https://search.bilibili.com/all?keyword=阿里被罚&page=30&o=696,王焱talk,2021-4-10
重罚！淘宝及天猫总裁蒋凡遭除名阿里合伙人,BV1HC4y1W76Q,阿里被罚,https://www.bilibili.com/video/BV1HC4y1W76Q/,https://search.bilibili.com/all?keyword=阿里被罚&page=32&o=744,新京报贝壳财经,2020-4-27
互联网大事，阿里又又又又....华为天才少年稚晖自制「机械臂」，市场监管总局依法作出行政处罚决定，罚款美团34亿,BV1WU4y1w7rV,阿里被罚,https://www.bilibili.com/video/BV1WU4y1w7rV/,https://search.bilibili.com/all?keyword=阿里被罚&page=32&o=744,从云开始的新生活,2021-10-9
国家市场监管总局对阿里巴巴、腾讯控股、上海幻电等多个企业共计二十八起未依法申报违法实施经营者集中案件作出行政处罚决定,BV1CU4y1q7QA,阿里被罚,https://www.bilibili.com/video/BV1CU4y1q7QA/,https://search.bilibili.com/all?keyword=阿里被罚&page=33&o=768,闲云-逸鹤,2022-7-10
【中文字幕】热刺1-0狼队，全场最佳球员阿里：我们还有需要提高的地方，我很喜欢我的新角色，为什么点球不是孙兴慜罚？,BV1SL4y1a77Q,阿里被罚,https://www.bilibili.com/video/BV1SL4y1a77Q/,https://search.bilibili.com/all?keyword=阿里被罚&page=33&o=768,热刺字幕菌,2021-8-23
巨头垄断市场会罚多少钱？欧美百亿起步！【快评】,BV1FA411x71v,阿里被罚,https://www.bilibili.com/video/BV1FA411x71v/,https://search.bilibili.com/all?keyword=阿里被罚&page=33&o=768,动动枪DongDongGun,2020-12-26
市场监管对阿里、腾讯等公司作出行政处罚，Meta停止开发VR/AR操作系统，iQOO9系列手机正式发布，中国6G首次试验获单波长净速率为103.125Gbps,BV18q4y127Pr,阿里被罚,https://www.bilibili.com/video/BV18q4y127Pr/,https://search.bilibili.com/all?keyword=阿里被罚&page=35&o=816,探索世界_寻求本真,2022-1-7
收购案涉嫌垄断！市场监管总局对阿里、阅文、丰巢分别处以50万元罚款,BV1Tz4y1r7XE,阿里被罚,https://www.bilibili.com/video/BV1Tz4y1r7XE/,https://search.bilibili.com/all?keyword=阿里被罚&page=38&o=888,央视网快看,2020-12-14
马云回国谈ChatGPT，182亿罚款进了谁家？吃瓜群众先别大骂资本家，企业遭罚有门道看,BV1aT411B7Lk,阿里被罚,https://www.bilibili.com/video/BV1aT411B7Lk/,https://search.bilibili.com/all?keyword=阿里被罚&page=39&o=912,和尚妻子鉴史说今,2023-4-1
反垄断！ 处罚阿里巴巴182.28亿元,BV1iK411F7ch,阿里被罚,https://www.bilibili.com/video/BV1iK411F7ch/,https://search.bilibili.com/all?keyword=阿里被罚&page=39&o=912,深圳卫视直新闻,2021-4-10
某宝保证1金罚处没是什么意思崔万喜说下什么情况会被罚没金字的,BV1ro4y1U7Jd,阿里被罚,https://www.bilibili.com/video/BV1ro4y1U7Jd/,https://search.bilibili.com/all?keyword=阿里被罚&page=39&o=912,崔万喜的高度,2021-8-18
